Player,Jersey,Team,Division,Tier,GP,G,A,PTS,PIM,PPG
Michael Fialk,77,Bethesda Blazers,Maryland 3,Tier 3,2,0,0,0,0,0
Matt Ongman,55,Bethesda Blazers,Maryland 3,Tier 3,1,0,0,0,0,0
Hunter Haddad,99,Bethesda Blazers,Maryland 3,Tier 3,2,0,0,0,0,0
Justin Parker,17,Boston Blackhawks,Massachusetts,Tier 1,2,0,0,0,0,0
Stephen Miranda,20,Boston Blackhawks,Massachusetts,Tier 1,1,0,0,0,0,0
Ryan Duggan,94,Boston Blackhawks,Massachusetts,Tier 1,3,0,0,0,0,0
Cam Jones,73,Boston Blackhawks,Massachusetts,Tier 1,3,0,0,0,1.5,0
Andrew Goduco,2,Boston Blackhawks,Massachusetts,Tier 1,1,0,0,0,0,0
Mason Travassos,4,Boston Blackhawks,Massachusetts,Tier 1,0,0,0,0,0,0
Mason Travassos,4,Boston Blackhawks,Massachusetts,Tier 1,3,0,0,0,0,0
Eric Grady,10,Boston Blackhawks,Massachusetts,Tier 1,3,0,0,0,1.5,0
Anthony Bisceglia,3,Boston Blackhawks,Massachusetts,Tier 1,1,0,0,0,0,0
Daniel Donovan,91,Boston Blackhawks,Massachusetts,Tier 1,3,0,0,0,0,0
Tommy Gallagher,19,Boston Blackhawks,Massachusetts,Tier 1,3,0,0,0,0,0
Nick King,27,Boston Blackhawks,Massachusetts,Tier 1,1,0,0,0,0,0
Matt Gilchrest,35,Boston Blackhawks,Massachusetts,Tier 1,1,0,0,0,0,0
Matt Leary,27,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Jesse Clark,21,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Joe Conary,2,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Brian James,13,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Dan Harding,17,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Cameron Doherty,4,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Matt Streibich,14,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Peter Wong,37,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Tim Burke,44,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Karen Doria,8,Boston Mariners,Boston 3,Tier 3,0,0,0,0,0,0
Ty Anderson,16,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Tim Shyshpar,92,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Scott Finger,12,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Shane Doherty,5,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Jeff Beattie,7,Boston Mariners,Boston 3,Tier 3,0,0,0,0,0,0
Rebecca Levin,19,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Sam Goldfinger,20,Boston Mariners,Boston 3,Tier 3,1,0,0,0,0,0
Sean McDonough,16,Boston Massacre,Boston 3,Tier 3,0,0,0,0,0,0
Marissa Massaro,88,Boston Massacre,Boston 3,Tier 3,3,0,0,0,0,0
Eddie Waters,2,Boston Massacre,Boston 3,Tier 3,0,0,0,0,0,0
Billy Atkinson,9,Boston Massacre,Boston 3,Tier 3,0,0,0,0,0,0
Ryan Leonard,22,Boston Massacre,Boston 3,Tier 3,1,0,0,0,0,0
Marty Dunlap,34,Boston Massacre,Boston 3,Tier 3,3,0,0,0,0,0
Brian Aducci,3,Boston Massacre,Boston 3,Tier 3,0,0,0,0,0,0
Dave Wilson,13,Boston Massacre,Boston 3,Tier 3,3,0,0,0,0,0
Mike Cormican,28,Boston Massacre,Boston 3,Tier 3,0,0,0,0,0,0
Colin Reilly,55,Boston Massacre,Boston 3,Tier 3,0,0,0,0,0,0
Michael Wilmer,12,Boston Massacre,Boston 3,Tier 3,0,0,0,0,0,0
Brian Viau,8,Boston Massacre,Boston 3,Tier 3,0,0,0,0,0,0
Thomas Spano,1,Boston Massacre,Boston 3,Tier 3,2,0,0,0,0,0
Anthony Tinkham,69,Boston Rattlers,Boston 3,Tier 3,2,0,0,0,0,0
Dave Costa,50,Boston Rattlers,Boston 3,Tier 3,2,0,0,0,0,0
Allen Fernandez,19,Boston Rattlers,Boston 3,Tier 3,1,0,0,0,0,0
Jason Tevepaugh,15,Boston Rattlers,Boston 3,Tier 3,1,0,0,0,0,0
Sean Roach,29,Boston Rattlers,Boston 3,Tier 3,3,0,0,0,0,0
Elder Lopez,7,Boston Rattlers,Boston 3,Tier 3,2,0,0,0,0,0
Steve Taddonio,33,Boston Rattlers,Boston 3,Tier 3,3,0,0,0,0,0
Rob Greene,3,Boston Rattlers,Boston 3,Tier 3,3,0,0,0,0,0
Bobby Burgoyne,5,Boston Rattlers,Boston 3,Tier 3,3,0,0,0,0,0
Norman Isaacs,43,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Brandon Santiago,26,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Zander Casillas,3,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Luics Csillas,17,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Frank Arcury,35,Buff City Mob,Buffalo 2,Tier 2,2,0,0,0,0,0
Evan Kelly,72,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Zachary Guard,5,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Russell Martina Jr,22,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Brian Cox,28,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Zach Filipski,23,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Richard Guard,13,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Denis Rae,15,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Anthony  Drcelik,2,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Sammy Torres,14,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Mike Guard,20,Buff City Mob,Buffalo 2,Tier 2,3,0,0,0,0,0
Andrew Pruitt,6,Buffalo 716ers,Buffalo,Tier 1,5,0,0,0,0,0
Harry Wahl,77,Buffalo 716ers,Buffalo,Tier 1,5,0,0,0,0,0
Coby Sweat,2,Buffalo 716ers,Buffalo,Tier 1,5,0,0,0,1.5,0
Frank Keitz,44,Buffalo 716ers,Buffalo,Tier 1,4,0,0,0,0,0
Jared Pinter,92,Buffalo 716ers,Buffalo,Tier 1,5,0,0,0,3,0
Chris Haynes,8,Buffalo 716ers,Buffalo,Tier 1,4,0,0,0,0,0
Joe Copella,97,Buffalo 716ers,Buffalo,Tier 1,2,0,0,0,0,0
Brandon Conley,22,Buffalo 716ers,Buffalo,Tier 1,5,0,0,0,0,0
Don Reukauf,81,Buffalo 716ers,Buffalo,Tier 1,5,0,0,0,1.5,0
Joe Sperazza,15,Buffalo 716ers,Buffalo,Tier 1,5,0,0,0,0,0
Tyler Morris,39,Buffalo Wear-It,Buffalo 2,Tier 2,1,0,0,0,0,0
Nick Pietrzak,8,Buffalo Wear-It,Buffalo 2,Tier 2,4,0,0,0,0,0
Matt Englert,39,Buffalo Wear-It,Buffalo 2,Tier 2,2,0,0,0,0,0
Jose Cruz-Jackson,92,Buffalo Wear-It,Buffalo 2,Tier 2,4,0,0,0,0,0
Nate Luciano,97,Buffalo Wear-It,Buffalo 2,Tier 2,4,0,0,0,0,0
Alex Hummell,4,Buffalo Wear-It,Buffalo 2,Tier 2,4,0,0,0,0,0
Alex Vacco,22,Buffalo Wear-It,Buffalo 2,Tier 2,4,0,0,0,0,0
Sam Kaplan,33,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Tyler Mac Innis,27,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
John Hiddemen,66,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Robert Thayne,5,Burnside Bears,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Ken Trox,49,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Brady Henderson,24,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Joshua Lauzus,75,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Anthony Libonati,78,Burnside Bears,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Sean Cuthbertson,83,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Robert Candeloro,2,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Tom Luckie,1,Burnside Bears,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Anthony Lavenda,77,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
David Kahn,16,Burnside Bears,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Hannah Lindey,22,Butler Bantams,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Taite Dushek,3,Butler Bantams,Pittsburgh 2,Tier 2,6,0,0,0,0,0
Bekk McClaine,16,Butler Bantams,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Christian Walleck,29,Butler Bantams,Pittsburgh 2,Tier 2,3,0,0,0,0,0
Jim Cendrowski,51,Butler Bantams,Pittsburgh 2,Tier 2,2,0,0,0,0,0
Bill Dillon,80,Butler Bantams,Pittsburgh 2,Tier 2,6,0,0,0,0,0
Mike Mikula,41,Butler Bantams,Pittsburgh 2,Tier 2,6,0,0,0,0,0
Jeff Hamelin,85,Central Mass Sea Bass,Massachusetts,Tier 1,3,0,0,0,0,0
Sam Colcord,20,Central Mass Sea Bass,Massachusetts,Tier 1,4,0,0,0,3,0
Zach Marquis,31,Central Mass Sea Bass,Massachusetts,Tier 1,1,0,0,0,0,0
Mike Colcord,14,Central Mass Sea Bass,Massachusetts,Tier 1,3,0,0,0,0,0
Cody Brier,15,Central Mass Sea Bass,Massachusetts,Tier 1,4,0,0,0,0,0
Nick Molinari,1,Central Mass Sea Bass,Massachusetts,Tier 1,2,0,0,0,0,0
Brandon Nicholson,13,Central Mass Sea Bass,Massachusetts,Tier 1,2,0,0,0,0,0
Mike Campbell,88,Charlotte Rise,Carolina 3,Tier 3,0,0,0,0,0,0
Jeremy Hotchner,9,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Nick Carey,10,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Chris Bayne,91,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Joe Petrellese,12,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
John Bergner III,48,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Patrick Martin,90,Charlotte Rise,Carolina 3,Tier 3,0,0,0,0,0,0
Richard Wall,44,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
James Hotchner,13,Charlotte Rise,Carolina 3,Tier 3,0,0,0,0,0,0
Drew Cswaykus,7,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Imran Farooqi,2,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Zach Olivas,15,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Jonathan Hotchner,83,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Quinten Heinly,29,Charlotte Rise,Carolina 3,Tier 3,0,0,0,0,0,0
Chris Ward,8,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Matt Henry,4,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Vincent Zandi,22,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Chetthaphong Narach,74,Charlotte Rise,Carolina 3,Tier 3,0,0,0,0,0,0
Tom Knox,23,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Bobby Arkus,62,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Bill Evans,52,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Kevin Worters,89,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Kevin Helinski,19,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Jayden Steckler,11,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Keenan Steckler,5,Charlotte Rise,Carolina 3,Tier 3,1,0,0,0,0,0
Shawn Frick,20,Chicago Raiders,Chicago 2,Tier 2,2,0,0,0,0,0
Christopher Frederick,18,Chicago Raiders,Chicago 2,Tier 2,3,0,0,0,0,0
Chris Bauer,8,Chicago Raiders,Chicago 2,Tier 2,0,0,0,0,0,0
John Kelly,10,Chicago Raiders,Chicago 2,Tier 2,0,0,0,0,0,0
Bill Jacques,30,Chicago Raiders,Chicago 2,Tier 2,2,0,0,0,0,0
Brian Howes,1,Chicago Raiders,Chicago 2,Tier 2,1,0,0,0,0,0
Jack Healy,22,Chicago Raiders,Chicago 2,Tier 2,0,0,0,0,0,0
James Marcinkowski,17,Chicago Raiders,Chicago 2,Tier 2,2,0,0,0,0,0
Brendan Keith,31,Chicago Snipers,Chicago 2,Tier 2,1,0,0,0,0,0
Nick  Lewanksi,33,Chicago Snipers,Chicago 2,Tier 2,3,0,0,0,0,0
Zack Freiburger,32,Chicago Snipers,Chicago 2,Tier 2,2,0,0,0,0,0
Scott  LeClare,77,Chicago Snipers,Chicago 2,Tier 2,5,0,0,0,0,0
Sam Espinoza,22,Chicago Snipers,Chicago 2,Tier 2,2,0,0,0,0,0
Josh Hamelin,1,Chicago Snipers,Chicago 2,Tier 2,0,0,0,0,0,0
John Dicharia,87,Circle City Donkeys,Indiana 3,Tier 3,0,0,0,0,0,0
Conor  Vinaixa,19,Circle City Donkeys,Indiana 3,Tier 3,0,0,0,0,0,0
Aaron Stillerman,15,Circle City Donkeys,Indiana 3,Tier 3,1,0,0,0,0,0
Sean Baird,53,Circle City Donkeys,Indiana 3,Tier 3,1,0,0,0,1.5,0
Justin Parmelee,22,Circle City Donkeys,Indiana 3,Tier 3,1,0,0,0,0,0
Garrett Oliver,9,Circle City Donkeys,Indiana 3,Tier 3,1,0,0,0,0,0
Kirk Sundstrom,39,Circle City Donkeys,Indiana 3,Tier 3,1,0,0,0,0,0
Matt Brown,25,Circle City Donkeys,Indiana 3,Tier 3,1,0,0,0,0,0
Josh Rychtarczyk,33,Circle City Donkeys,Indiana 3,Tier 3,0,0,0,0,0,0
Justin Freebairn,1,Circle City Donkeys,Indiana 3,Tier 3,0,0,0,0,0,0
Geoff Kuester,13,Circle City Donkeys,Indiana 3,Tier 3,1,0,0,0,1.5,0
Jon Timbrook,97,Circle City Donkeys,Indiana 3,Tier 3,0,0,0,0,0,0
Matt Scardine,4,Circle City Donkeys,Indiana 3,Tier 3,1,0,0,0,0,0
Jeremy Dicharia,27,Circle City Donkeys,Indiana 3,Tier 3,0,0,0,0,0,0
Frank Televito,6,Circle City Donkeys,Indiana 3,Tier 3,1,0,0,0,0,0
Ben Platz,31,Circle City Donkeys,Indiana 3,Tier 3,0,0,0,0,0,0
Dwight Smith,14,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Amy Breidenstein,7,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Dom Sterner,18,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Norm Tonsic,55,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,5,0
Keith Powders,5,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,1.5,0
Dave Jones,8,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Tucker Corl,26,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Matt Cook,17,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Nick Cirko,21,City Island Boogie,Philadelphia 3,Tier 3,0,0,0,0,0,0
Steve Emes,22,City Island Boogie,Philadelphia 3,Tier 3,0,0,0,0,0,0
Zach Silvio,42,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Eddie Standhardt,77,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Bernard Richards,3,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,5,0
Paul Skillman,74,City Island Boogie,Philadelphia 3,Tier 3,0,0,0,0,0,0
Randy Heller,12,City Island Boogie,Philadelphia 3,Tier 3,0,0,0,0,0,0
Mike Stern,98,City Island Boogie,Philadelphia 3,Tier 3,0,0,0,0,0,0
Justin Leas,25,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,1.5,0
Shaun Breidenstein,44,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Mitchell Mair,32,City Island Boogie,Philadelphia 3,Tier 3,0,0,0,0,0,0
David Foltz,71,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Josh Walker,10,City Island Boogie,Philadelphia 3,Tier 3,1,0,0,0,0,0
Kyle Kreisher,13,City Island Boogie,Philadelphia 3,Tier 3,0,0,0,0,0,0
Donny Fuchs,11,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Ian Bromberg,3,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Ari Drazin,22,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Zev Markowitz,26,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Joseph Robin,85,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Samuel Bazian,67,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Aryeh Minsky,92,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Tom Poleyeff,27,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Jason Alter,68,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Daniel Tennenbaum,8,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Ethan Alter,78,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Josh Druck,25,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Justin Lipschik,77,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Herm Sorcher,41,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Alec Rabinowitz,13,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Jon Novick,84,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Michael Liss,20,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Josh Friedman,55,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Gav Blum,9,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Zachary Levy,91,Clifton Red Bulls,North Jersey 2,Tier 2,0,0,0,0,0,0
Josh Rotkovich,69,Colorado Massive,Texas 3,Tier 3,2,0,0,0,0,0
Dan Stern,89,Colorado Massive,Texas 3,Tier 3,2,0,0,0,0,0
Kevin Franzen,37,Colorado Massive,Texas 3,Tier 3,1,0,0,0,0,0
Devin Kaschinske,92,Colorado Massive,Texas 3,Tier 3,1,0,0,0,0,0
Kelsey Jung,25,Colorado Massive,Texas 3,Tier 3,0,0,0,0,0,0
Steve Kaschinske,14,Colorado Massive,Texas 3,Tier 3,2,0,0,0,0,0
John Talarico,11,Colorado Massive,Texas 3,Tier 3,0,0,0,0,0,0
Dan Armstrong,21,Colorado Massive,Texas 3,Tier 3,0,0,0,0,0,0
Rachel Schwaner,15,Colorado Massive,Texas 3,Tier 3,1,0,0,0,0,0
John Richard,91,Colorado Massive,Texas 3,Tier 3,2,0,0,0,0,0
Steve Haege,13,Colorado Massive,Texas 3,Tier 3,2,0,0,0,0,0
Kevin Smith,96,Colorado Massive,Texas 3,Tier 3,1,0,0,0,0,0
Beau Scaggs,10,Colorado Massive,Texas 3,Tier 3,0,0,0,0,0,0
Jordan Kaschinske,8,Colorado Massive,Texas 3,Tier 3,0,0,0,0,0,0
Christopher Lawson,22,Colorado Massive,Texas 3,Tier 3,1,0,0,0,0,0
Tim Hare,55,Colorado Massive,Texas 3,Tier 3,0,0,0,0,0,0
Thomas Adesso,33,Colorado Massive,Texas 3,Tier 3,2,0,0,0,0,0
Cameron Fabbri,7,Colorado Massive,Texas 3,Tier 3,0,0,0,0,0,0
Jake Harter,21,Columbus Counts,Indiana 3,Tier 3,2,0,0,0,0,0
Fazeel Khan,29,Columbus Counts,Indiana 3,Tier 3,0,0,0,0,0,0
Roger Pfister,7,Columbus Counts,Indiana 3,Tier 3,0,0,0,0,0,0
Patrick McCall,81,Columbus Counts,Indiana 3,Tier 3,1,0,0,0,0,0
Quinn Sawyer,87,Columbus Counts,Indiana 3,Tier 3,2,0,0,0,0,0
Tyler Pfister,63,Columbus Counts,Indiana 3,Tier 3,2,0,0,0,0,0
Dave Moyer,15,Columbus Counts,Indiana 3,Tier 3,0,0,0,0,0,0
Alex Herron,18,Columbus Counts,Indiana 3,Tier 3,2,0,0,0,0,0
Dylan Kimbleton,48,Columbus Counts,Indiana 3,Tier 3,2,0,0,0,0,0
Brandon Hess,10,Columbus Counts,Indiana 3,Tier 3,2,0,0,0,0,0
Russ Ramser,77,Columbus Counts,Indiana 3,Tier 3,2,0,0,0,0,0
Alex Dale,88,Columbus Counts,Indiana 3,Tier 3,0,0,0,0,0,0
Andy Pollick,13,Columbus Counts,Indiana 3,Tier 3,2,0,0,0,0,0
Bryan Conforto,45,Cranberry Apocalypse,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Xander Torrence,91,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Jesse McAfee,82,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Mike Kowalski,27,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Paul Biagetti,33,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Ralph Fuchs,44,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Justin Achezinski,21,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Jake Rice,3,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Josh Snyder,62,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Cam Bender,12,Cranberry Apocalypse,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Steve Harold,14,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Frank Serratore,19,Cranberry Apocalypse,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Matt Schuman,13,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Paul Buckwalter,93,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
David Reed,99,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Gianni Magliocco,36,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Victoria Biagetti,20,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Pete Mullins,11,Cranberry Apocalypse,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Adam Chleboski,37,Cranberry Apocalypse,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Joe Sell,18,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Alex Guckes,67,Cranberry Apocalypse,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Jimmy McAfee,8,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Rick Chaussard,7,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Dom Fuchs,4,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Will Curtis,88,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
John Wimer,28,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Eric Hughes,10,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Rocco Cimono,1,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Tyler Ashford,28,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Erika Moore,4,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Steve Milhfried,11,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
David Rice,5,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Sam Burns,7,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
John Strike,27,Crystal City Hedgehogs,Maryland 3,Tier 3,0,0,0,0,0,0
Mitch Moonier,31,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Mitch Moyers,26,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Brent Martin,21,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Greg Kessler,99,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Blake Martin,8,Crystal City Hedgehogs,Maryland 3,Tier 3,1,0,0,0,0,0
Kevin Shay,0,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Matt Schulze,96,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Blake Harvey,28,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Chris Mayer,10,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Jajean Rose,39,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Brenden Seifert,21,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Garret Dressler,95,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Mark Mager,94,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Aaron Brachman,11,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Brian Keefe,47,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Grant Dressler,3,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Steven Inglis,27,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Leo Harris,19,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Paul Forest,12,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Connor Healey,2,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Amit Mistry,91,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Brett Snyder,43,DC Phoenix,Washington DC,Tier 2,0,0,0,0,0,0
Jimmy Jacobson,98,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,0,0,0,0,0
Nick Stenderowicz,66,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,0,0,0,0,0
Trent Corbin,17,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,0,0,0,0,0
Bryan Kromenacker,5,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,0,0,0,0,0
Adam Wodach,14,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,0,0,0,0,0
Jackson Sye,58,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,0,0,0,0,0
Morgan Forsythe,16,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,0,0,0,0,0
Ryan Maerker,2,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,0,0,0,0,0
John Hicks,33,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,0,0,0,0,0
